id_kecamatan,nama_kecamatan,nama_kabupaten,tahun,delta_sawah_hurs,delta_kering_hurs,delta_sawah_mrso,delta_kering_mrso,delta_sawah_pr,delta_kering_pr,delta_sawah_tas,delta_kering_tas
46,Duruka,Muna,2030,0.0,-0.1168,0.0,0.0019,0.0,12.2942,0.0,0.3142
47,Lohia,Muna,2030,0.0,0.0527,0.0,0.0036,0.0,12.213,0.0,0.2845
48,Watopute,Muna,2030,0.0,0.0972,0.0,0.0063,0.0,10.7325,0.0,0.2834
49,Kontunaga,Muna,2030,0.0,-0.0355,0.0,0.0056,0.0,12.43,0.0,0.2953
50,Kabangka,Muna,2030,0.0,0.3789,0.0,0.0032,0.0,8.6257,0.0,0.2457
51,Kabawo,Muna,2030,0.0,0.3415,0.0,0.0021,0.0,5.9676,0.0,0.2574
52,Parigi,Muna,2030,0.0,0.3979,0.0,0.0015,0.0,3.8578,0.0,0.2372
53,Bone,Muna,2030,0.0,0.4705,0.0,0.0013,0.0,-1.882,0.0,0.2207
54,Tongkuno,Muna,2030,0.0,0.3728,0.0,0.0021,0.0,2.3699,0.0,0.2362
55,Pasir Putih,Muna,2030,0.0,0.3555,0.0,0.001,0.0,5.7695,0.0,0.2247
56,Kontu Kowuna,Muna,2030,0.0,0.3425,0.0,0.0039,0.0,8.9368,0.0,0.2456
57,Marobo,Muna,2030,0.0,0.5134,0.0,0.0003,0.0,2.4151,0.0,0.2182
58,Tongkuno Selatan,Muna,2030,0.0,0.4012,0.0,0.0015,0.0,-2.441,0.0,0.2217
59,Pasi Kolaga,Muna,2030,0.0,0.37,0.0,0.0015,0.0,3.6454,0.0,0.2343
60,Batukara,Muna,2030,0.0,-0.0204,0.0,0.0035,0.0,14.2027,0.0,0.2779
61,Towea,Muna,2030,0.0,0.4877,0.0,0.0022,0.0,6.8294,0.0,0.2148
62,Pasarwajo,Buton,2030,0.0,0.5222,0.0,0.0017,0.0,4.1993,0.0,0.2052
63,Kapontori,Buton,2030,-0.6279,0.3385,0.0097,0.0005,11.0845,13.5751,0.4193,0.246
64,Lasalimu,Buton,2030,0.2094,0.3368,-0.0009,0.0006,13.4952,6.7794,0.2673,0.2411
65,Lasalimu Selatan,Buton,2030,0.5885,0.5292,-0.0007,-0.0019,-2.629,-2.265,0.1926,0.2036
66,Siotapina,Buton,2030,0.0,0.4215,0.0,-0.0064,0.0,-7.4116,0.0,0.2142
67,Wolowa,Buton,2030,0.0,0.5055,0.0,0.0003,0.0,2.6713,0.0,0.1923
68,Wabula,Buton,2030,0.0,1.0495,0.0,0.0035,0.0,-28.7671,0.0,0.1631
69,Tinanggea,Konawe Selatan,2030,0.4967,0.4882,0.0023,-0.0037,4.7522,-2.9197,0.2598,0.2256
70,Angata,Konawe Selatan,2030,0.5325,0.6505,0.0029,0.0038,21.1671,21.674,0.2454,0.2361
71,Andoolo,Konawe Selatan,2030,0.0,0.5397,0.0,0.0007,0.0,4.8959,0.0,0.2225
72,Palangga,Konawe Selatan,2030,0.9823,0.6212,0.0247,-0.0011,14.0581,-2.0967,0.0501,0.2071
73,Landono,Konawe Selatan,2030,0.2814,0.2676,0.0011,0.0009,14.7075,14.1972,0.265,0.2645
74,Lainea,Konawe Selatan,2030,0.8402,0.7088,0.004,0.0062,-11.5183,-7.7573,0.1447,0.1635
75,Konda,Konawe Selatan,2030,0.1018,0.2679,-0.001,0.001,3.588,9.5887,0.2985,0.2456
76,Ranomeeto,Konawe Selatan,2030,0.236,0.2521,0.0016,0.0009,10.2982,10.8548,0.2637,0.2486
77,Kolono,Konawe Selatan,2030,0.5318,0.4785,-0.0007,0.0077,-1.0866,-0.6758,0.2157,0.1722
78,Moramo,Konawe Selatan,2030,0.3129,0.0331,0.0026,0.0008,8.0422,1.1013,0.3128,0.2013
79,Laonti,Konawe Selatan,2030,0.0,0.5509,0.0,-0.0012,0.0,8.4865,0.0,0.2015
80,Lalembuu,Konawe Selatan,2030,0.7488,0.5923,0.0082,-0.0008,15.3231,13.7101,0.2042,0.2488
81,Benua,Konawe Selatan,2030,0.0,0.6304,0.0,0.0025,0.0,17.1929,0.0,0.2456
82,Palangga Selatan,Konawe Selatan,2030,0.0,0.785,0.0,-0.0024,0.0,-14.9037,0.0,0.1843
83,Mowila,Konawe Selatan,2030,0.3147,0.4026,0.0013,0.0014,15.6147,16.198,0.276,0.2686
84,Moramo Utara,Konawe Selatan,2030,0.2431,0.304,0.0009,0.0011,9.3896,9.3719,0.2341,0.2351
85,Buke,Konawe Selatan,2030,0.0,0.5082,0.0,0.0001,0.0,11.7488,0.0,0.2432
86,Wolasi,Konawe Selatan,2030,0.0,0.4045,0.0,0.0008,0.0,5.2479,0.0,0.2239
87,Laeya,Konawe Selatan,2030,0.8241,0.6676,0.0072,-0.0023,0.2631,-8.2089,0.1554,0.2014
88,Baito,Konawe Selatan,2030,0.5557,0.4995,0.0014,-0.0011,10.7148,7.1862,0.2166,0.2356
89,Basala,Konawe Selatan,2030,0.7454,0.6517,0.0052,0.0027,18.6876,18.3597,0.2248,0.2498
90,Ranomeeto Barat,Konawe Selatan,2030,0.2267,0.021,0.0012,-0.0013,11.2098,1.4524,0.2902,0.2329
91,Kolono Timur,Konawe Selatan,2030,0.0,0.6046,0.0,-0.0015,0.0,4.8971,0.0,0.1909
92,Sabulakoa,Konawe Selatan,2030,0.1505,0.2327,0.0012,0.001,13.6944,13.5105,0.3122,0.2568
93,Andoolo Barat,Konawe Selatan,2030,0.0,0.5776,0.0,0.0016,0.0,11.5515,0.0,0.231
94,Poleang,Bombana,2030,0.0,1.003,0.0,0.0059,0.0,28.8784,0.0,0.1728
95,Poleang Timur,Bombana,2030,1.3533,0.9224,0.0106,0.0051,38.0951,32.6026,0.143,0.0552
96,Rarowatu,Bombana,2030,1.1077,1.033,0.0049,0.0016,28.6264,23.1056,0.1509,0.1618
97,Rumbia,Bombana,2030,0.9544,0.7864,-0.0039,0.003,16.7,14.7227,0.1395,0.2457
98,Kabaena,Bombana,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Kabaena Timur,Bombana,2030,0.0,0.4786,0.0,-0.0028,0.0,-0.6887,0.0,0.2044
100,Poleang Barat,Bombana,2030,0.0,1.107,0.0,0.0076,0.0,32.9071,0.0,0.1718
101,Mata Oleo,Bombana,2030,0.8718,0.9046,0.0026,0.0009,14.8842,14.754,0.1329,0.1793
102,Rarowatu Utara,Bombana,2030,0.9555,0.4826,-0.0044,-0.0067,20.9131,19.4389,0.1935,0.2098
103,Poleang Utara,Bombana,2030,1.2552,1.198,0.0099,0.0095,37.9278,37.9702,0.1377,0.1627
104,Poleang Selatan,Bombana,2030,1.1648,1.1666,0.0064,0.0086,32.0073,33.6973,0.2506,0.1407
105,Poleang Tenggara,Bombana,2030,1.0526,1.0568,0.0044,0.0043,24.3628,23.7423,0.1327,0.145
106,Kabaena Selatan,Bombana,2030,0.0,0.3471,0.0,0.0125,0.0,-17.1503,0.0,0.0546
107,Kabaena Barat,Bombana,2030,0.0,0.576,0.0,-0.0034,0.0,-6.8197,0.0,0.2161
108,Kabaena Utara,Bombana,2030,0.582,0.6081,-0.0017,-0.0062,-7.7681,-2.2724,0.1918,0.1182
109,Kabaena Tengah,Bombana,2030,0.0,0.6361,0.0,-0.0068,0.0,1.9976,0.0,0.2016
110,Kep. Masaloka Raya,Bombana,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Rumbia Tengah,Bombana,2030,0.9082,0.8915,-0.0025,-0.0011,12.7948,11.91,0.1571,0.171
112,Poleang Tengah,Bombana,2030,1.0774,1.0862,0.0069,0.007,31.96,32.805,0.1702,0.1698
113,Tontonunu,Bombana,2030,1.2185,1.2309,0.0096,0.0087,39.6065,39.9034,0.1417,0.1475
114,Lantari Jaya,Bombana,2030,1.0596,0.6069,0.0024,-0.0054,25.2594,21.0581,0.2095,0.2061
115,Mata Usu,Bombana,2030,0.0,1.2912,0.0,0.0111,0.0,45.731,0.0,0.1669
116,Wangi-Wangi,Wakatobi,2030,0.0,0.6341,0.0,-0.0003,0.0,-2.7341,0.0,0.1704
117,Kaledupa,Wakatobi,2030,0.0,0.8073,0.0,-0.0,0.0,-9.993,0.0,0.1313
118,Tomia,Wakatobi,2030,0.0,0.9505,0.0,-0.0,0.0,-16.6351,0.0,0.0657
119,Binongko,Wakatobi,2030,0.0,0.7706,0.0,0.0,0.0,-28.2145,0.0,0.1093
120,Wangi Wangi Selatan,Wakatobi,2030,0.0,0.6738,0.0,0.0,0.0,-4.7028,0.0,0.1629
121,Kaledupa Selatan,Wakatobi,2030,0.0,0.8184,0.0,-0.0,0.0,-12.9488,0.0,0.1265
122,Tomia Timur,Wakatobi,2030,0.0,0.7984,0.0,-0.0,0.0,-22.107,0.0,0.1153
123,Togo Binongko,Wakatobi,2030,0.0,0.7633,0.0,-0.0,0.0,-29.852,0.0,0.1086
124,Lasusua,Kolaka Utara,2030,0.0,0.8391,0.0,0.0016,0.0,289.901,0.0,0.1805
125,Pakue,Kolaka Utara,2030,0.0,1.128,0.0,0.0044,0.0,207.7239,0.0,0.1389
126,Batu Putih,Kolaka Utara,2030,1.3434,1.3116,0.0051,0.0051,128.2293,127.1313,0.1615,0.1028
127,Rante Angin,Kolaka Utara,2030,0.723,0.7485,0.0011,0.0014,186.0912,198.6867,0.1964,0.201
128,Kodeoha,Kolaka Utara,2030,0.7833,0.9517,0.0016,0.0032,285.6417,298.3707,0.1808,0.2481
129,Ngapa,Kolaka Utara,2030,0.0,1.0993,0.0,0.0047,0.0,271.2908,0.0,0.2723
130,Wawo,Kolaka Utara,2030,0.6704,0.6632,0.0005,0.0014,156.3031,182.722,0.1852,0.2785
131,Lambai,Kolaka Utara,2030,0.0,0.7879,0.0,0.0014,0.0,226.0956,0.0,0.1549
132,Watunohu,Kolaka Utara,2030,0.0,0.8726,0.0,0.0026,0.0,262.6488,0.0,0.2389
133,Pakue Tengah,Kolaka Utara,2030,1.2263,1.2298,0.0044,0.0049,177.7392,178.1525,0.1721,0.1073
134,Pakue Utara,Kolaka Utara,2030,1.3016,1.2546,0.0048,0.0052,154.0731,156.2326,0.1417,0.0673
135,Porehu,Kolaka Utara,2030,0.0,1.1686,0.0,0.0077,0.0,104.4795,0.0,0.1852
136,Katoi,Kolaka Utara,2030,0.0,0.7532,0.0,0.0008,0.0,315.3557,0.0,0.1721
137,Tiwu,Kolaka Utara,2030,0.0,0.6598,0.0,0.0017,0.0,274.9402,0.0,-0.1822
138,Tolala,Kolaka Utara,2030,0.0,1.1113,0.0,0.0051,0.0,92.3508,0.0,0.1903
139,Asera,Konawe Utara,2030,0.0,0.6605,0.0,0.001,0.0,0.5335,0.0,0.1648
140,Wiwirano,Konawe Utara,2030,0.8545,0.8902,-0.0011,-0.0024,15.4871,26.9625,0.1955,0.2569
141,Langgikima,Konawe Utara,2030,0.0,0.9804,0.0,0.0008,0.0,25.0962,0.0,0.1038
142,Molawe,Konawe Utara,2030,0.0,0.5219,0.0,0.0009,0.0,4.2887,0.0,0.1636
143,Lasolo,Konawe Utara,2030,0.0,0.2956,0.0,-0.0003,0.0,4.8617,0.0,0.2213
144,Lembo,Konawe Utara,2030,0.0,0.2673,0.0,-0.0019,0.0,11.0737,0.0,0.2351
145,Sawa,Konawe Utara,2030,0.3507,0.4249,-0.0009,0.0037,16.1189,16.7769,0.2088,0.1913
146,Oheo,Konawe Utara,2030,0.652,0.7205,-0.0015,-0.0019,-1.3865,0.1152,0.2081,0.1411
147,Andowia,Konawe Utara,2030,0.0,0.356,0.0,-0.0118,0.0,-6.9768,0.0,0.2199
148,Motui,Konawe Utara,2030,0.1885,0.3175,0.0014,-0.0007,13.0243,12.5639,0.2455,0.2151
149,Wawolesea,Konawe Utara,2030,0.0,0.2967,0.0,-0.0008,0.0,8.1053,0.0,0.2216
150,Lasolo Kepulauan,Konawe Utara,2030,0.0,1.3655,0.0,0.0031,0.0,16.2994,0.0,0.0855
151,Landawe,Konawe Utara,2030,0.887,1.0535,-0.0008,-0.0009,12.7933,19.2802,0.1417,0.0661
152,Kulisusu,Buton Utara,2030,0.0,0.3574,0.0,0.0016,0.0,10.1446,0.0,0.2189
153,Kambowa,Buton Utara,2030,0.0,0.306,0.0,0.0017,0.0,7.8238,0.0,0.2459
154,Bonegunu,Buton Utara,2030,0.0,0.2011,0.0,0.0064,0.0,10.6057,0.0,0.2355
155,Kulisusu Barat,Buton Utara,2030,0.1117,0.1595,0.0049,-0.0004,12.3153,12.9496,0.249,0.2586
156,Kulisusu Utara,Buton Utara,2030,0.0,0.4201,0.0,-0.0036,0.0,16.1365,0.0,0.2433
157,Wakorumba Utara,Buton Utara,2030,0.0,0.1946,0.0,0.0027,0.0,14.9634,0.0,0.299
158,Tirawuta,Kolaka Timur,2030,0.8696,0.9252,0.0057,0.0061,24.281,26.1334,0.255,0.2364
159,Loea,Kolaka Timur,2030,0.9746,1.0755,0.0064,0.0075,25.9309,29.021,0.3351,0.2369
160,Ladongi,Kolaka Timur,2030,0.9101,1.17,0.0067,0.0085,24.9043,31.5366,0.244,0.2349
161,Poli Polia,Kolaka Timur,2030,1.0646,1.1907,0.0081,0.0091,30.4672,34.4092,0.2277,0.2205
162,Lambandia,Kolaka Timur,2030,0.8448,0.9554,0.0068,0.007,25.2277,28.4513,0.2279,0.2334
163,Lalolae,Kolaka Timur,2030,1.2416,1.2298,0.0076,0.0075,34.3491,34.6198,0.1985,0.2189
164,Mowewe,Kolaka Timur,2030,1.1897,1.2431,0.0059,0.0062,39.6993,41.6465,0.2408,0.1734
165,Uluiwoi,Kolaka Timur,2030,0.0,1.1761,0.0,0.0023,0.0,24.616,0.0,0.1847
166,Tinondo,Kolaka Timur,2030,1.0132,1.0859,0.0053,0.0049,26.3593,29.5101,0.4444,0.2133
167,Aere,Kolaka Timur,2030,1.1334,1.2746,0.0072,0.0101,32.9764,41.8572,0.3479,0.2238
168,Ueesi,Kolaka Timur,2030,0.0,1.6164,0.0,0.0028,0.0,48.8158,0.0,0.0585
169,Dangia,Kolaka Timur,2030,0.9726,0.8253,0.0088,0.0062,23.7915,23.629,0.2534,0.2452
170,Wawonii Barat,Konawe Kepulauan,2030,0.0,0.8791,0.0,-0.0002,0.0,26.7258,0.0,0.1235
171,Wawonii Utara,Konawe Kepulauan,2030,0.0,0.8587,0.0,0.0013,0.0,35.9729,0.0,0.1405
172,Wawonii Timur Laut,Konawe Kepulauan,2030,0.0,0.8402,0.0,0.0002,0.0,41.3972,0.0,0.1482
173,Wawonii Timur,Konawe Kepulauan,2030,0.0,0.8376,0.0,0.0007,0.0,40.4024,0.0,0.1496
174,Wawonii Tenggara,Konawe Kepulauan,2030,0.0,0.9549,0.0,-0.0068,0.0,40.016,0.0,0.1362
175,Wawonii Selatan,Konawe Kepulauan,2030,0.0,0.7944,0.0,-0.0003,0.0,20.2017,0.0,0.1624
176,Wawonii Tengah,Konawe Kepulauan,2030,0.0,0.8395,0.0,-0.0029,0.0,20.0068,0.0,0.1336
177,Sawerigadi,Muna Barat,2030,0.3664,0.3682,0.0052,0.0046,10.5753,8.682,0.2462,0.244
178,Barangka,Muna Barat,2030,0.0,0.2038,0.0,0.0052,0.0,10.7896,0.0,0.2677
179,Lawa,Muna Barat,2030,0.0,0.2838,0.0,0.0013,0.0,13.0981,0.0,0.2771
180,Wadaga,Muna Barat,2030,0.0,0.1803,0.0,0.0045,0.0,8.2577,0.0,0.2924
181,Tiworo Selatan,Muna Barat,2030,0.485,0.4383,0.0032,0.0029,10.0936,9.6083,0.2368,0.2405
182,Maginti,Muna Barat,2030,0.0,0.5666,0.0,0.0011,0.0,8.5547,0.0,0.2206
183,Tiworo Tengah,Muna Barat,2030,0.0,0.5814,0.0,0.0017,0.0,6.0807,0.0,0.2224
184,Tiworo Utara,Muna Barat,2030,0.0,0.653,0.0,0.0016,0.0,2.1803,0.0,0.2081
185,Tiworo Kepulauan,Muna Barat,2030,0.4848,0.5044,0.0075,0.0038,9.8576,6.5432,0.1981,0.2252
186,Kusambi,Muna Barat,2030,0.0,0.3921,0.0,0.0028,0.0,6.2877,0.0,0.2403
187,Napano Kusambi,Muna Barat,2030,0.0,0.5294,0.0,0.0032,0.0,6.7363,0.0,0.2261
188,Lakudo,Buton Tengah,2030,0.0,0.2383,0.0,0.0023,0.0,3.6494,0.0,0.4261
189,Mawasangka Timur,Buton Tengah,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Mawasangka Tengah,Buton Tengah,2030,0.0,0.5566,0.0,-0.0004,0.0,-22.3081,0.0,0.1722
191,Mawasangka,Buton Tengah,2030,0.0,0.6935,0.0,0.0056,0.0,-2.3059,0.0,0.1716
192,Talaga Raya,Buton Tengah,2030,0.0,0.5692,0.0,0.0028,0.0,-26.8488,0.0,0.1471
193,Gu,Buton Tengah,2030,0.0,0.4123,0.0,0.0016,0.0,-0.1815,0.0,0.2097
194,Sangia Wambulu,Buton Tengah,2030,0.0,0.1925,0.0,-0.0074,0.0,22.4536,0.0,0.2974
195,Batauga,Buton Selatan,2030,0.0,0.6431,0.0,0.0006,0.0,-11.1491,0.0,0.1847
196,Sampolawa,Buton Selatan,2030,0.0,0.6398,0.0,0.0001,0.0,-2.6403,0.0,0.1638
197,Lapandewa,Buton Selatan,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Batu Atas,Buton Selatan,2030,0.0,0.659,0.0,0.0,0.0,-69.511,0.0,0.1584
199,Siompu Barat,Buton Selatan,2030,0.0,0.8443,0.0,0.0004,0.0,-49.1178,0.0,0.125
200,Siompu,Buton Selatan,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Kadatua,Buton Selatan,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Mandonga,Kota Kendari,2030,0.0,0.157,0.0,0.004,0.0,14.4876,0.0,0.28
203,Kendari,Kota Kendari,2030,0.0,0.4589,0.0,0.001,0.0,14.0625,0.0,0.1987
204,Baruga,Kota Kendari,2030,0.2065,0.2232,0.0004,0.0005,8.2842,9.1196,0.245,0.2504
205,Poasia,Kota Kendari,2030,0.0,0.3152,0.0,0.0008,0.0,10.9893,0.0,0.2241
206,Kendari Barat,Kota Kendari,2030,0.0,0.3599,0.0,0.0012,0.0,12.9271,0.0,0.2148
207,Abeli,Kota Kendari,2030,0.0,0.3617,0.0,0.0009,0.0,11.8786,0.0,0.2169
208,Wua-Wua,Kota Kendari,2030,0.0,0.5163,0.0,0.0041,0.0,20.4937,0.0,0.1709
209,Kadia,Kota Kendari,2030,0.0,0.0163,0.0,0.0007,0.0,8.0644,0.0,0.291
210,Puuwatu,Kota Kendari,2030,0.0,-0.3535,0.0,-0.0003,0.0,0.135,0.0,0.4503
211,Kambu,Kota Kendari,2030,0.0,0.2682,0.0,0.0007,0.0,9.904,0.0,0.239
212,Nambo,Kota Kendari,2030,0.0,0.3813,0.0,0.0008,0.0,11.9033,0.0,0.2088
213,Betoambari,Kota Bau Bau,2030,0.0,0.4691,0.0,0.0012,0.0,-0.573,0.0,0.1937
214,Wolio,Kota Bau Bau,2030,0.0,0.3725,0.0,0.0016,0.0,4.62,0.0,0.259
215,Sorawolio,Kota Bau Bau,2030,0.0,0.3608,0.0,0.0025,0.0,7.9682,0.0,0.2318
216,Bungi,Kota Bau Bau,2030,0.0762,0.1409,0.0037,0.0055,18.3479,18.4483,0.2524,0.2385
217,Kokalukuna,Kota Bau Bau,2030,0.0,0.398,0.0,0.0024,0.0,16.1373,0.0,0.1807
218,Murhum,Kota Bau Bau,2030,0.0,0.4412,0.0,0.0016,0.0,2.3656,0.0,0.1814
219,Lea-Lea,Kota Bau Bau,2030,0.0196,0.058,0.0044,0.005,19.4293,17.839,0.262,0.2392
220,Batupoaro,Kota Bau Bau,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Wundulako,Kolaka,2035,-3.122,-3.6076,-0.0004,0.0001,8.082,3.6681,0.2191,0.2679
1,Kolaka,Kolaka,2035,-2.8831,-3.1578,-0.0001,-0.0004,7.5024,3.9389,0.1787,0.2147
2,Pomalaa,Kolaka,2035,-3.0062,-3.0933,0.0013,0.0029,2.4956,5.4842,0.1724,0.1198
3,Watubangga,Kolaka,2035,-3.7097,-4.061,0.0003,-0.0026,-25.8341,-22.6868,0.3856,0.3478
4,Wolo,Kolaka,2035,-0.4248,-0.9026,0.0005,-0.0012,60.9747,52.9174,-0.1261,-0.0583
5,Baula,Kolaka,2035,-3.2153,-4.2277,-0.0002,0.0009,7.9636,0.2693,0.2584,0.3543
6,Latambaga,Kolaka,2035,-2.1255,-2.0922,-0.001,-0.0006,3.4857,3.7857,0.1392,0.1019
7,Tanggetada,Kolaka,2035,-2.9223,-3.7878,-0.0008,-0.001,-6.6868,-14.3406,0.0938,0.3651
8,Samaturu,Kolaka,2035,-0.181,-1.0137,0.0006,-0.0004,54.9729,20.8784,-0.1505,-0.0339
9,Toari,Kolaka,2035,0.0,-3.3221,0.0,-0.0011,0.0,-25.6388,0.0,0.2728
10,Polinggona,Kolaka,2035,0.0,-4.4452,0.0,-0.0029,0.0,-25.2031,0.0,0.404
11,Iwoimendaa,Kolaka,2035,-0.2055,-0.503,0.0012,-0.0006,84.9903,74.8831,-0.2767,-0.0943
12,Lambuya,Konawe,2035,-5.8753,-5.8235,-0.0101,-0.0092,-58.2522,-52.831,0.4585,0.4639
13,Unaaha,Konawe,2035,-5.483,-5.5183,-0.0125,-0.0114,-58.5261,-55.6805,0.3746,0.4
14,Wawotobi,Konawe,2035,-5.5726,-5.5405,-0.0134,-0.0131,-67.3358,-65.3552,0.4182,0.4275
15,Pondidaha,Konawe,2035,-5.824,-5.6574,-0.0116,-0.0116,-75.1671,-76.1393,0.4778,0.4734
16,Sampara,Konawe,2035,0.0,-5.0168,0.0,-0.0105,0.0,-73.0916,0.0,0.4361
17,Abuki,Konawe,2035,-4.9518,-5.0759,-0.01,-0.0101,-56.7419,-55.5567,0.2807,0.3159
18,Soropia,Konawe,2035,0.0,-1.5888,0.0,-0.0042,0.0,-55.6424,0.0,0.0341
19,Tongauna,Konawe,2035,-5.4591,-5.4691,-0.0112,-0.0103,-54.8209,-52.9805,0.3908,0.4218
20,Latoma,Konawe,2035,0.0,-3.4745,0.0,-0.0064,0.0,-38.4153,0.0,0.0891
21,Puriala,Konawe,2035,-5.7132,-5.6208,-0.0104,-0.0101,-57.4557,-55.498,0.4711,0.4606
22,Uepai,Konawe,2035,-5.7689,-5.6768,-0.0099,-0.0096,-53.4708,-51.7094,0.4482,0.4491
23,Wonggeduku,Konawe,2035,-5.8275,-5.8627,-0.0112,-0.0117,-68.3435,-70.364,0.4685,0.4647
24,Besulutu,Konawe,2035,0.0,-5.2862,0.0,-0.0113,0.0,-76.0367,0.0,0.4536
25,Bondoala,Konawe,2035,0.0,-4.4814,0.0,-0.0104,0.0,-67.7617,0.0,0.3745
26,Routa,Konawe,2035,0.0,-5.2879,0.0,-0.0078,0.0,-42.3585,0.0,0.313
27,Anggaberi,Konawe,2035,-5.4841,-5.3042,-0.0131,-0.0123,-61.6944,-57.3705,0.3876,0.4478
28,Meluhu,Konawe,2035,-5.2194,-5.1573,-0.0161,-0.0168,-68.8735,-69.2997,0.4055,0.377
29,Amonggedo,Konawe,2035,-5.5269,-5.3749,-0.0124,-0.015,-65.2659,-75.4997,0.4831,0.4079
30,Asinua,Konawe,2035,-4.5495,-4.5366,-0.0105,-0.0103,-62.0147,-64.3405,0.283,0.312
31,Konawe,Konawe,2035,-5.8025,-5.711,-0.0105,-0.0113,-59.6528,-60.4215,0.4633,0.439
32,Kapoiala,Konawe,2035,0.0,-3.1462,0.0,-0.0105,0.0,-57.6274,0.0,0.2277
33,Lalonggasumeeto,Konawe,2035,0.0,-2.8707,0.0,0.0001,0.0,-43.3224,0.0,0.2429
34,Onembute,Konawe,2035,-5.8109,-5.8483,-0.0091,-0.0093,-44.124,-44.525,0.4345,0.4818
35,Padangguni,Konawe,2035,-4.7146,-4.6747,-0.0099,-0.0107,-58.5385,-60.5501,0.2617,0.2781
36,Morosi,Konawe,2035,-4.2798,-4.5552,-0.0106,-0.0106,-65.7805,-67.4094,0.3118,0.3543
37,Anggalomoare,Konawe,2035,0.0,-4.4225,0.0,-0.0098,0.0,-58.5719,0.0,0.3125
38,Wonggeduku Barat,Konawe,2035,-5.774,-5.7662,-0.0114,-0.0111,-65.4303,-63.382,0.4576,0.462
39,Tongauna Utara,Konawe,2035,-5.3539,-5.3393,-0.0113,-0.0113,-55.8639,-53.0722,0.3448,0.4897
40,Napabalano,Muna,2035,0.0,-3.0304,0.0,-0.0029,0.0,-31.1667,0.0,0.2144
41,Maligano,Muna,2035,0.0,-4.2645,0.0,-0.008,0.0,-46.2169,0.0,0.3749
42,Wakorumba Selatan,Muna,2035,0.0,-3.7788,0.0,-0.0089,0.0,-45.9804,0.0,0.326
43,Lasalepa,Muna,2035,0.0,-3.9134,0.0,-0.0045,0.0,-33.2769,0.0,0.3312
44,Batalaiworu,Muna,2035,0.0,-4.5763,0.0,-0.0067,0.0,-35.4558,0.0,0.414
45,Katobu,Muna,2035,0.0,-4.758,0.0,-0.0064,0.0,-37.1644,0.0,0.4401
46,Duruka,Muna,2035,0.0,-4.8538,0.0,-0.0101,0.0,-38.9022,0.0,0.4563
47,Lohia,Muna,2035,0.0,-4.3744,0.0,-0.0068,0.0,-37.9882,0.0,0.3922
48,Watopute,Muna,2035,0.0,-4.361,0.0,-0.0029,0.0,-30.5812,0.0,0.386
49,Kontunaga,Muna,2035,0.0,-4.9592,0.0,-0.0058,0.0,-31.76,0.0,0.4516
50,Kabangka,Muna,2035,0.0,-3.6667,0.0,-0.004,0.0,-26.9936,0.0,0.2992
51,Kabawo,Muna,2035,0.0,-3.49,0.0,-0.0046,0.0,-30.0083,0.0,0.2955
52,Parigi,Muna,2035,0.0,-3.1502,0.0,-0.0042,0.0,-30.4318,0.0,0.2487
53,Bone,Muna,2035,0.0,-2.5467,0.0,-0.0029,0.0,-33.5274,0.0,0.1726
54,Tongkuno,Muna,2035,0.0,-2.9742,0.0,-0.0034,0.0,-37.6501,0.0,0.2246
55,Pasir Putih,Muna,2035,0.0,-2.8203,0.0,-0.0059,0.0,-46.5962,0.0,0.1995
56,Kontu Kowuna,Muna,2035,0.0,-3.7513,0.0,-0.0038,0.0,-28.0637,0.0,0.3076
57,Marobo,Muna,2035,0.0,-2.6245,0.0,-0.0037,0.0,-29.1672,0.0,0.1829
58,Tongkuno Selatan,Muna,2035,0.0,-2.4822,0.0,-0.0027,0.0,-39.9471,0.0,0.1585
59,Pasi Kolaga,Muna,2035,0.0,-2.7894,0.0,-0.0047,0.0,-45.7196,0.0,0.21
60,Batukara,Muna,2035,0.0,-3.9756,0.0,-0.0079,0.0,-45.3248,0.0,0.3365
61,Towea,Muna,2035,0.0,-2.2282,0.0,-0.0023,0.0,-35.1986,0.0,0.1161
62,Pasarwajo,Buton,2035,0.0,-1.9582,0.0,-0.0041,0.0,-37.8213,0.0,0.1111
63,Kapontori,Buton,2035,-4.2999,-2.9574,0.0002,-0.0074,-52.5007,-44.2101,0.4519,0.242
64,Lasalimu,Buton,2035,-3.1073,-2.3564,-0.0094,-0.0056,-40.5172,-39.3223,0.2754,0.1781
65,Lasalimu Selatan,Buton,2035,0.0,-1.2778,0.0,-0.0052,0.0,-35.4623,0.0,0.0373
66,Siotapina,Buton,2035,0.0,-1.2667,0.0,-0.0099,0.0,-41.4522,0.0,0.0318
67,Wolowa,Buton,2035,0.0,-1.7898,0.0,-0.0052,0.0,-38.6168,0.0,0.0752
68,Wabula,Buton,2035,0.0,0.1313,0.0,0.0026,0.0,-44.2391,0.0,-0.116
